"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2491407,"December 30, 2022","New York",Syracuse,"800 block of Highland St",0,1,N/A
2491725,"December 30, 2022",Texas,Dallas,"5550 W Lovers Ln",0,1,N/A
2491054,"December 30, 2022",Tennessee,Memphis,"E Brooks Rd",1,3,N/A
2491363,"December 30, 2022","New York",Ithaca,"100 block of Chestnut St",0,1,N/A
2491394,"December 30, 2022",Virginia,Portsmouth,"4200 block of Greenwood Dr",1,0,N/A
2491348,"December 30, 2022",Minnesota,Minneapolis,"Nicollet Ave and E 16th St",0,1,N/A
2491383,"December 30, 2022",Virginia,Norfolk,"800 block of E 25th St",0,3,N/A
2491322,"December 30, 2022",Kansas,"Kansas City","Parallel Pkwy and N 94th St",1,0,N/A
2491314,"December 30, 2022",Illinois,Chicago,"4711 W Le Moyne St",0,1,N/A
2491298,"December 30, 2022",Texas,Houston,"8100 block of Marcy Dr",0,1,N/A
2491285,"December 30, 2022",Illinois,Chicago,"3954 W 46th St",0,1,N/A
2492077,"December 30, 2022","New Hampshire",Manchester,"830 S Willow St",0,1,N/A
2491134,"December 30, 2022","New York",Rochester,"300 block of Portland Ave",0,1,N/A
2491130,"December 30, 2022","New York",Bronx,"1441 Webster Ave",0,1,N/A
2492866,"December 30, 2022",Illinois,Crete,"1100 263rd St",1,0,N/A
2491388,"December 30, 2022",Kentucky,Lexington,"433 Bradley Ct",1,2,N/A
2492036,"December 30, 2022","New Jersey",Oceanport,"Gosselin Ave",1,0,N/A
2491245,"December 30, 2022","North Carolina",Thomasville,"Cox Ave and Morton St",0,1,N/A
2492029,"December 30, 2022","New Jersey",Newark,"Longfellow Ave and S Orange Ave",0,1,N/A
2492015,"December 30, 2022",Arizona,Maricopa,"41433 Honeycutt Rd",0,1,N/A
2491223,"December 30, 2022",Kentucky,Louisville,"937 Phillips Ln",0,1,N/A
2491214,"December 30, 2022",Texas,"San Antonio","500 block of N San Gabriel Ave",1,1,N/A
2491218,"December 30, 2022",Texas,"San Antonio","400 block of Amaya St",0,1,N/A
2491178,"December 30, 2022",Virginia,Hampton,"3818 Kecoughtan Rd",0,2,N/A
2491193,"December 30, 2022",Virginia,Norfolk,"6200 block of Alexander St",0,1,N/A
2491583,"December 30, 2022",Ohio,Cleveland,"11200 block of Parklawn Dr",1,0,N/A
2491978,"December 30, 2022",Wisconsin,"Fond Du Lac","800 block of Security Dr",0,1,N/A
2491126,"December 30, 2022","New York","New York (Manhattan)","W 144th St and Amsterdam Ave",0,1,N/A
2491107,"December 30, 2022",Florida,Kissimmee,"Seabreeze Cir",0,2,N/A
2491976,"December 30, 2022","New York",Bronx,"Puritan Ave and E Tremont Ave",0,1,N/A
2491973,"December 30, 2022",Kansas,"Junction City","Humboldt Creek Rd",0,1,N/A
2491261,"December 30, 2022","New York",Brooklyn,"2201 Caton Ave",1,0,N/A
2491499,"December 30, 2022",Minnesota,Minneapolis,"601 Chicago Ave",1,0,N/A
2491111,"December 30, 2022",Nevada,"Las Vegas","Colusa Cir and Sacramento Dr",1,0,N/A
2491964,"December 30, 2022",Massachusetts,Boston,"Dorchester Ave and Southampton St,",0,1,N/A
2491962,"December 30, 2022",Nevada,"Las Vegas","10500 block of Angel Dreams Ave",1,0,N/A
2491097,"December 30, 2022",Florida,Orlando,"7000 block of Southland Blvd",1,1,N/A
2491132,"December 30, 2022",Virginia,Hopewell,"2300 block of Freeman St",1,0,N/A
2491828,"December 30, 2022",Wisconsin,Milwaukee,"7730 W Bender Ave",1,0,N/A
2491290,"December 30, 2022",Wisconsin,Milwaukee,"4039 N 26th St",1,0,N/A
2491943,"December 30, 2022",Colorado,Pueblo,"100 block of Vision Ln",0,1,N/A
2491939,"December 30, 2022",Maryland,Baltimore,"1200 block of N Carey St",1,2,N/A
